fname,label
f0001_us_f0001_00282.wav,female
f0001_us_f0001_00283.wav,female
f0001_us_f0001_00284.wav,female
f0001_us_f0001_00285.wav,female
f0001_us_f0001_00286.wav,female
f0001_us_f0001_00287.wav,female
f0001_us_f0001_00288.wav,female
f0001_us_f0001_00289.wav,female
f0001_us_f0001_00290.wav,female
f0001_us_f0001_00291.wav,female
f0001_us_f0001_00292.wav,female
f0001_us_f0001_00293.wav,female
f0001_us_f0001_00294.wav,female
f0001_us_f0001_00295.wav,female
f0001_us_f0001_00296.wav,female
f0001_us_f0001_00297.wav,female
f0001_us_f0001_00298.wav,female
f0001_us_f0001_00299.wav,female
f0001_us_f0001_00300.wav,female
f0001_us_f0001_00301.wav,female
f0001_us_f0001_00302.wav,female
f0001_us_f0001_00303.wav,female
f0001_us_f0001_00304.wav,female
f0001_us_f0001_00305.wav,female
f0001_us_f0001_00306.wav,female
f0001_us_f0001_00307.wav,female
f0001_us_f0001_00308.wav,female
f0001_us_f0001_00309.wav,female
f0001_us_f0001_00310.wav,female
f0001_us_f0001_00311.wav,female
f0001_us_f0001_00312.wav,female
f0001_us_f0001_00313.wav,female
f0001_us_f0001_00314.wav,female
f0001_us_f0001_00315.wav,female
f0001_us_f0001_00316.wav,female
f0001_us_f0001_00317.wav,female
f0001_us_f0001_00318.wav,female
f0001_us_f0001_00319.wav,female
f0001_us_f0001_00320.wav,female
f0001_us_f0001_00321.wav,female
f0001_us_f0001_00322.wav,female
f0001_us_f0001_00323.wav,female
f0001_us_f0001_00324.wav,female
f0001_us_f0001_00325.wav,female
f0001_us_f0001_00326.wav,female
f0001_us_f0001_00327.wav,female
f0001_us_f0001_00328.wav,female
f0001_us_f0001_00329.wav,female
f0001_us_f0001_00330.wav,female
f0001_us_f0001_00331.wav,female
f0001_us_f0001_00332.wav,female
f0001_us_f0001_00333.wav,female
f0001_us_f0001_00334.wav,female
f0001_us_f0001_00335.wav,female
f0001_us_f0001_00336.wav,female
f0001_us_f0001_00337.wav,female
f0001_us_f0001_00338.wav,female
f0001_us_f0001_00339.wav,female
f0001_us_f0001_00340.wav,female
f0001_us_f0001_00341.wav,female
f0001_us_f0001_00342.wav,female
f0001_us_f0001_00343.wav,female
f0001_us_f0001_00344.wav,female
f0001_us_f0001_00345.wav,female
f0001_us_f0001_00346.wav,female
f0001_us_f0001_00347.wav,female
f0001_us_f0001_00348.wav,female
f0001_us_f0001_00349.wav,female
f0001_us_f0001_00350.wav,female
f0001_us_f0001_00351.wav,female
f0001_us_f0001_00352.wav,female
f0001_us_f0001_00353.wav,female
f0001_us_f0001_00354.wav,female
f0001_us_f0001_00355.wav,female
f0001_us_f0001_00356.wav,female
f0001_us_f0001_00357.wav,female
f0001_us_f0001_00358.wav,female
f0001_us_f0001_00359.wav,female
f0001_us_f0001_00360.wav,female
f0001_us_f0001_00361.wav,female
f0001_us_f0001_00362.wav,female
f0001_us_f0001_00363.wav,female
f0001_us_f0001_00364.wav,female
f0001_us_f0001_00365.wav,female
f0001_us_f0001_00366.wav,female
f0001_us_f0001_00367.wav,female
f0001_us_f0001_00368.wav,female
f0001_us_f0001_00369.wav,female
f0001_us_f0001_00370.wav,female
f0001_us_f0001_00371.wav,female
f0001_us_f0001_00372.wav,female
f0001_us_f0001_00373.wav,female
f0001_us_f0001_00374.wav,female
f0001_us_f0001_00375.wav,female
f0001_us_f0001_00376.wav,female
f0001_us_f0001_00377.wav,female
f0001_us_f0001_00378.wav,female
f0001_us_f0001_00379.wav,female
f0001_us_f0001_00380.wav,female
f0001_us_f0001_00381.wav,female
f0001_us_f0001_00382.wav,female
f0001_us_f0001_00383.wav,female
f0001_us_f0001_00384.wav,female
f0001_us_f0001_00385.wav,female
f0001_us_f0001_00386.wav,female
f0001_us_f0001_00387.wav,female
f0001_us_f0001_00388.wav,female
f0001_us_f0001_00389.wav,female
f0001_us_f0001_00390.wav,female
f0001_us_f0001_00391.wav,female
f0001_us_f0001_00392.wav,female
f0001_us_f0001_00393.wav,female
f0001_us_f0001_00394.wav,female
f0001_us_f0001_00395.wav,female
f0001_us_f0001_00396.wav,female
f0001_us_f0001_00397.wav,female
f0001_us_f0001_00398.wav,female
f0001_us_f0001_00399.wav,female
f0001_us_f0001_00400.wav,female
f0001_us_f0001_00401.wav,female
f0001_us_f0001_00402.wav,female
f0001_us_f0001_00403.wav,female
f0001_us_f0001_00404.wav,female
f0001_us_f0001_00405.wav,female
f0001_us_f0001_00406.wav,female
f0001_us_f0001_00407.wav,female
f0001_us_f0001_00408.wav,female
f0001_us_f0001_00409.wav,female
f0001_us_f0001_00410.wav,female
f0001_us_f0001_00411.wav,female
f0001_us_f0001_00412.wav,female
f0001_us_f0001_00413.wav,female
f0001_us_f0001_00414.wav,female
f0001_us_f0001_00415.wav,female
f0001_us_f0001_00416.wav,female
f0001_us_f0001_00417.wav,female
f0001_us_f0001_00418.wav,female
f0001_us_f0001_00419.wav,female
f0001_us_f0001_00420.wav,female
f0001_us_f0001_00421.wav,female
f0001_us_f0001_00422.wav,female
f0001_us_f0001_00423.wav,female
f0001_us_f0001_00424.wav,female
f0001_us_f0001_00425.wav,female
f0001_us_f0001_00426.wav,female
f0001_us_f0001_00427.wav,female
f0001_us_f0001_00428.wav,female
f0001_us_f0001_00429.wav,female
f0001_us_f0001_00430.wav,female
f0001_us_f0001_00431.wav,female
f0001_us_f0001_00432.wav,female
f0001_us_f0001_00433.wav,female
f0001_us_f0001_00434.wav,female
f0001_us_f0001_00435.wav,female
f0001_us_f0001_00436.wav,female
f0001_us_f0001_00437.wav,female
f0001_us_f0001_00438.wav,female
f0001_us_f0001_00439.wav,female
f0001_us_f0001_00440.wav,female
f0001_us_f0001_00441.wav,female
f0001_us_f0001_00442.wav,female
f0002_us_f0002_00001.wav,female
f0002_us_f0002_00002.wav,female
f0002_us_f0002_00003.wav,female
f0002_us_f0002_00004.wav,female
f0002_us_f0002_00005.wav,female
f0002_us_f0002_00006.wav,female
f0002_us_f0002_00007.wav,female
f0002_us_f0002_00008.wav,female
f0002_us_f0002_00009.wav,female
f0002_us_f0002_00010.wav,female
f0002_us_f0002_00011.wav,female
f0002_us_f0002_00012.wav,female
f0002_us_f0002_00013.wav,female
f0002_us_f0002_00014.wav,female
f0002_us_f0002_00015.wav,female
f0002_us_f0002_00016.wav,female
f0002_us_f0002_00017.wav,female
f0002_us_f0002_00018.wav,female
f0002_us_f0002_00019.wav,female
f0002_us_f0002_00020.wav,female
f0002_us_f0002_00021.wav,female
f0002_us_f0002_00022.wav,female
f0002_us_f0002_00023.wav,female
f0002_us_f0002_00024.wav,female
f0002_us_f0002_00025.wav,female
f0002_us_f0002_00026.wav,female
f0002_us_f0002_00027.wav,female
f0002_us_f0002_00028.wav,female
f0002_us_f0002_00029.wav,female
f0002_us_f0002_00030.wav,female
f0002_us_f0002_00031.wav,female
f0002_us_f0002_00032.wav,female
f0002_us_f0002_00033.wav,female
f0002_us_f0002_00034.wav,female
f0002_us_f0002_00035.wav,female
f0002_us_f0002_00036.wav,female
f0002_us_f0002_00037.wav,female
f0002_us_f0002_00038.wav,female
f0002_us_f0002_00039.wav,female
f0002_us_f0002_00040.wav,female
f0002_us_f0002_00041.wav,female
f0002_us_f0002_00042.wav,female
f0002_us_f0002_00043.wav,female
f0002_us_f0002_00044.wav,female
f0002_us_f0002_00045.wav,female
f0002_us_f0002_00046.wav,female
f0002_us_f0002_00047.wav,female
f0002_us_f0002_00048.wav,female
f0002_us_f0002_00049.wav,female
f0002_us_f0002_00050.wav,female
f0002_us_f0002_00051.wav,female
f0002_us_f0002_00053.wav,female
f0002_us_f0002_00054.wav,female
f0002_us_f0002_00055.wav,female
f0002_us_f0002_00056.wav,female
f0002_us_f0002_00057.wav,female
f0002_us_f0002_00058.wav,female
f0002_us_f0002_00059.wav,female
f0002_us_f0002_00060.wav,female
f0002_us_f0002_00061.wav,female
f0002_us_f0002_00062.wav,female
f0002_us_f0002_00063.wav,female
f0002_us_f0002_00064.wav,female
f0002_us_f0002_00065.wav,female
f0002_us_f0002_00066.wav,female
f0002_us_f0002_00067.wav,female
f0002_us_f0002_00068.wav,female
f0002_us_f0002_00069.wav,female
f0002_us_f0002_00070.wav,female
f0002_us_f0002_00071.wav,female
f0002_us_f0002_00072.wav,female
f0002_us_f0002_00073.wav,female
f0002_us_f0002_00074.wav,female
f0002_us_f0002_00075.wav,female
f0002_us_f0002_00076.wav,female
f0002_us_f0002_00077.wav,female
f0002_us_f0002_00078.wav,female
f0002_us_f0002_00079.wav,female
f0002_us_f0002_00080.wav,female
f0002_us_f0002_00081.wav,female
f0002_us_f0002_00082.wav,female
f0002_us_f0002_00083.wav,female
f0002_us_f0002_00084.wav,female
f0002_us_f0002_00085.wav,female
f0002_us_f0002_00086.wav,female
f0002_us_f0002_00087.wav,female
f0002_us_f0002_00088.wav,female
f0002_us_f0002_00089.wav,female
f0002_us_f0002_00090.wav,female
f0002_us_f0002_00091.wav,female
f0002_us_f0002_00092.wav,female
f0002_us_f0002_00093.wav,female
f0002_us_f0002_00094.wav,female
f0002_us_f0002_00095.wav,female
f0002_us_f0002_00096.wav,female
f0002_us_f0002_00097.wav,female
f0002_us_f0002_00098.wav,female
f0002_us_f0002_00099.wav,female
f0002_us_f0002_00100.wav,female
f0002_us_f0002_00101.wav,female
f0002_us_f0002_00102.wav,female
f0002_us_f0002_00103.wav,female
f0002_us_f0002_00104.wav,female
f0002_us_f0002_00105.wav,female
f0002_us_f0002_00106.wav,female
f0002_us_f0002_00107.wav,female
f0002_us_f0002_00108.wav,female
f0002_us_f0002_00109.wav,female
f0002_us_f0002_00110.wav,female
f0002_us_f0002_00111.wav,female
f0002_us_f0002_00112.wav,female
f0002_us_f0002_00113.wav,female
f0002_us_f0002_00114.wav,female
f0002_us_f0002_00115.wav,female
f0002_us_f0002_00116.wav,female
f0002_us_f0002_00117.wav,female
f0002_us_f0002_00118.wav,female
f0002_us_f0002_00119.wav,female
f0002_us_f0002_00120.wav,female
f0002_us_f0002_00121.wav,female
f0002_us_f0002_00122.wav,female
f0002_us_f0002_00123.wav,female
f0002_us_f0002_00124.wav,female
f0002_us_f0002_00125.wav,female
f0002_us_f0002_00126.wav,female
f0002_us_f0002_00127.wav,female
f0002_us_f0002_00128.wav,female
f0002_us_f0002_00129.wav,female
f0002_us_f0002_00130.wav,female
f0002_us_f0002_00131.wav,female
f0002_us_f0002_00132.wav,female
f0002_us_f0002_00133.wav,female
f0002_us_f0002_00134.wav,female
f0002_us_f0002_00135.wav,female
f0002_us_f0002_00136.wav,female
f0002_us_f0002_00137.wav,female
f0002_us_f0002_00138.wav,female
f0002_us_f0002_00139.wav,female
f0002_us_f0002_00140.wav,female
f0002_us_f0002_00141.wav,female
f0002_us_f0002_00142.wav,female
f0002_us_f0002_00143.wav,female
f0002_us_f0002_00144.wav,female
f0002_us_f0002_00145.wav,female
f0002_us_f0002_00146.wav,female
f0002_us_f0002_00147.wav,female
f0002_us_f0002_00148.wav,female
f0002_us_f0002_00149.wav,female
f0002_us_f0002_00150.wav,female
f0002_us_f0002_00151.wav,female
f0002_us_f0002_00152.wav,female
f0002_us_f0002_00153.wav,female
f0002_us_f0002_00154.wav,female
f0002_us_f0002_00155.wav,female
f0002_us_f0002_00156.wav,female
f0002_us_f0002_00157.wav,female
f0002_us_f0002_00158.wav,female
f0002_us_f0002_00159.wav,female
f0002_us_f0002_00160.wav,female
f0002_us_f0002_00161.wav,female
f0002_us_f0002_00162.wav,female
f0002_us_f0002_00163.wav,female
f0002_us_f0002_00164.wav,female
f0002_us_f0002_00165.wav,female
f0002_us_f0002_00166.wav,female
f0002_us_f0002_00167.wav,female
f0002_us_f0002_00168.wav,female
f0002_us_f0002_00169.wav,female
f0002_us_f0002_00170.wav,female
f0002_us_f0002_00171.wav,female
f0002_us_f0002_00172.wav,female
f0002_us_f0002_00173.wav,female
f0002_us_f0002_00174.wav,female
f0002_us_f0002_00175.wav,female
f0002_us_f0002_00176.wav,female
f0002_us_f0002_00177.wav,female
f0002_us_f0002_00178.wav,female
f0002_us_f0002_00179.wav,female
f0002_us_f0002_00180.wav,female
f0002_us_f0002_00181.wav,female
f0002_us_f0002_00182.wav,female
f0002_us_f0002_00183.wav,female
f0002_us_f0002_00184.wav,female
f0002_us_f0002_00185.wav,female
f0002_us_f0002_00186.wav,female
f0002_us_f0002_00187.wav,female
f0002_us_f0002_00188.wav,female
f0002_us_f0002_00189.wav,female
f0002_us_f0002_00190.wav,female
f0002_us_f0002_00191.wav,female
f0002_us_f0002_00192.wav,female
f0002_us_f0002_00193.wav,female
f0002_us_f0002_00194.wav,female
f0002_us_f0002_00195.wav,female
f0002_us_f0002_00196.wav,female
f0002_us_f0002_00197.wav,female
f0002_us_f0002_00198.wav,female
f0002_us_f0002_00199.wav,female
f0002_us_f0002_00200.wav,female
f0002_us_f0002_00201.wav,female
f0002_us_f0002_00202.wav,female
f0002_us_f0002_00203.wav,female
f0002_us_f0002_00204.wav,female
f0002_us_f0002_00205.wav,female
f0002_us_f0002_00206.wav,female
f0002_us_f0002_00207.wav,female
f0002_us_f0002_00208.wav,female
f0002_us_f0002_00209.wav,female
f0002_us_f0002_00210.wav,female
f0002_us_f0002_00211.wav,female
f0002_us_f0002_00212.wav,female
f0002_us_f0002_00213.wav,female
f0002_us_f0002_00214.wav,female
f0002_us_f0002_00215.wav,female
f0002_us_f0002_00216.wav,female
f0002_us_f0002_00217.wav,female
f0002_us_f0002_00218.wav,female
f0002_us_f0002_00219.wav,female
f0002_us_f0002_00220.wav,female
f0002_us_f0002_00221.wav,female
f0002_us_f0002_00222.wav,female
f0002_us_f0002_00223.wav,female
f0002_us_f0002_00224.wav,female
f0002_us_f0002_00225.wav,female
f0002_us_f0002_00226.wav,female
f0002_us_f0002_00227.wav,female
f0002_us_f0002_00228.wav,female
f0002_us_f0002_00229.wav,female
f0002_us_f0002_00230.wav,female
f0002_us_f0002_00231.wav,female
f0002_us_f0002_00232.wav,female
f0002_us_f0002_00233.wav,female
f0002_us_f0002_00234.wav,female
f0002_us_f0002_00235.wav,female
f0002_us_f0002_00236.wav,female
f0002_us_f0002_00237.wav,female
f0002_us_f0002_00238.wav,female
f0002_us_f0002_00239.wav,female
f0002_us_f0002_00240.wav,female
f0002_us_f0002_00241.wav,female
f0002_us_f0002_00242.wav,female
f0002_us_f0002_00243.wav,female
f0002_us_f0002_00244.wav,female
f0002_us_f0002_00245.wav,female
f0002_us_f0002_00246.wav,female
f0002_us_f0002_00247.wav,female
f0002_us_f0002_00248.wav,female
f0002_us_f0002_00249.wav,female
f0002_us_f0002_00250.wav,female
f0002_us_f0002_00251.wav,female
f0002_us_f0002_00252.wav,female
f0002_us_f0002_00253.wav,female
f0002_us_f0002_00254.wav,female
f0002_us_f0002_00255.wav,female
f0002_us_f0002_00256.wav,female
f0002_us_f0002_00257.wav,female
f0002_us_f0002_00258.wav,female
f0002_us_f0002_00259.wav,female
f0002_us_f0002_00260.wav,female
f0002_us_f0002_00261.wav,female
f0002_us_f0002_00262.wav,female
f0002_us_f0002_00263.wav,female
f0002_us_f0002_00264.wav,female
f0002_us_f0002_00265.wav,female
f0002_us_f0002_00266.wav,female
f0002_us_f0002_00267.wav,female
f0002_us_f0002_00268.wav,female
f0002_us_f0002_00269.wav,female
f0002_us_f0002_00270.wav,female
f0002_us_f0002_00271.wav,female
f0002_us_f0002_00272.wav,female
f0002_us_f0002_00273.wav,female
f0002_us_f0002_00274.wav,female
f0002_us_f0002_00275.wav,female
f0002_us_f0002_00276.wav,female
f0002_us_f0002_00277.wav,female
f0002_us_f0002_00278.wav,female
f0002_us_f0002_00279.wav,female
f0002_us_f0002_00280.wav,female
f0002_us_f0002_00281.wav,female
f0002_us_f0002_00282.wav,female
f0002_us_f0002_00283.wav,female
f0002_us_f0002_00284.wav,female
f0002_us_f0002_00285.wav,female
f0002_us_f0002_00286.wav,female
f0002_us_f0002_00287.wav,female
f0002_us_f0002_00288.wav,female
f0002_us_f0002_00289.wav,female
f0002_us_f0002_00290.wav,female
f0002_us_f0002_00291.wav,female
f0002_us_f0002_00292.wav,female
f0002_us_f0002_00293.wav,female
f0002_us_f0002_00294.wav,female
f0002_us_f0002_00295.wav,female
f0002_us_f0002_00296.wav,female
f0002_us_f0002_00297.wav,female
f0002_us_f0002_00298.wav,female
f0002_us_f0002_00299.wav,female
f0002_us_f0002_00300.wav,female
f0002_us_f0002_00301.wav,female
f0002_us_f0002_00302.wav,female
f0002_us_f0002_00303.wav,female
f0002_us_f0002_00304.wav,female
f0002_us_f0002_00305.wav,female
f0002_us_f0002_00306.wav,female
f0002_us_f0002_00307.wav,female
f0002_us_f0002_00308.wav,female
f0002_us_f0002_00309.wav,female
f0002_us_f0002_00310.wav,female
f0002_us_f0002_00311.wav,female
f0002_us_f0002_00312.wav,female
f0002_us_f0002_00313.wav,female
f0002_us_f0002_00314.wav,female
f0002_us_f0002_00315.wav,female
f0002_us_f0002_00316.wav,female
f0002_us_f0002_00317.wav,female
f0002_us_f0002_00318.wav,female
f0002_us_f0002_00319.wav,female
f0002_us_f0002_00320.wav,female
f0002_us_f0002_00321.wav,female
f0002_us_f0002_00322.wav,female
f0002_us_f0002_00323.wav,female
f0002_us_f0002_00324.wav,female
f0002_us_f0002_00325.wav,female
f0002_us_f0002_00326.wav,female
f0002_us_f0002_00327.wav,female
f0002_us_f0002_00328.wav,female
f0002_us_f0002_00329.wav,female
f0002_us_f0002_00330.wav,female
f0002_us_f0002_00331.wav,female
f0002_us_f0002_00332.wav,female
f0002_us_f0002_00333.wav,female
f0002_us_f0002_00334.wav,female
f0002_us_f0002_00335.wav,female
f0002_us_f0002_00336.wav,female
